timestamp,image_path,object,confidence,x1,y1,x2,y2
20250308-134903,detecciones/deteccion_20250308-134903.png,bench,0.3220751881599426,204,262,332,351
20250308-134904,detecciones/deteccion_20250308-134904.png,bench,0.29606911540031433,203,262,332,351
20250308-134904,detecciones/deteccion_20250308-134904.png,bench,0.267691433429718,1,262,332,409
20250308-134904,detecciones/deteccion_20250308-134904.png,bench,0.3786107003688812,0,263,342,409
20250308-134904,detecciones/deteccion_20250308-134904.png,bench,0.2827770709991455,203,262,332,351
20250308-134904,detecciones/deteccion_20250308-134904.png,bench,0.28929147124290466,203,262,332,356
20250308-134904,detecciones/deteccion_20250308-134904.png,bench,0.29487571120262146,0,263,344,410
20250308-134905,detecciones/deteccion_20250308-134905.png,bench,0.3563023805618286,0,263,342,411
20250308-134905,detecciones/deteccion_20250308-134905.png,bench,0.27105194330215454,202,261,332,356
20250308-134905,detecciones/deteccion_20250308-134905.png,bench,0.3569546341896057,0,263,342,410
20250308-134905,detecciones/deteccion_20250308-134905.png,bench,0.25674694776535034,202,261,332,356
20250308-134905,detecciones/deteccion_20250308-134905.png,bench,0.30449602007865906,0,263,342,411
20250308-134905,detecciones/deteccion_20250308-134905.png,bench,0.2521810829639435,202,261,332,356
20250308-134905,detecciones/deteccion_20250308-134905.png,bench,0.3013669550418854,202,262,332,354
20250308-134905,detecciones/deteccion_20250308-134905.png,bench,0.4093296229839325,203,261,332,357
20250308-134905,detecciones/deteccion_20250308-134905.png,bench,0.2703694701194763,1,261,333,411
20250308-134906,detecciones/deteccion_20250308-134906.png,bench,0.25052163004875183,201,262,332,358
20250308-134906,detecciones/deteccion_20250308-134906.png,bench,0.34406667947769165,201,261,332,360
20250308-134906,detecciones/deteccion_20250308-134906.png,bench,0.29748693108558655,201,262,332,360
20250308-134906,detecciones/deteccion_20250308-134906.png,bench,0.3467812240123749,200,262,332,360
20250308-134906,detecciones/deteccion_20250308-134906.png,bench,0.32325610518455505,198,261,332,359
20250308-134906,detecciones/deteccion_20250308-134906.png,bench,0.5336735248565674,198,261,333,362
20250308-134907,detecciones/deteccion_20250308-134907.png,bench,0.3629414141178131,197,261,332,361
20250308-134907,detecciones/deteccion_20250308-134907.png,bench,0.41741153597831726,196,262,333,362
20250308-134907,detecciones/deteccion_20250308-134907.png,bench,0.4597766697406769,197,262,333,362
20250308-134907,detecciones/deteccion_20250308-134907.png,bench,0.43157753348350525,197,262,333,363
20250308-134907,detecciones/deteccion_20250308-134907.png,bench,0.40732333064079285,197,262,333,363
20250308-134907,detecciones/deteccion_20250308-134907.png,bench,0.3641274571418762,196,262,333,363
20250308-134907,detecciones/deteccion_20250308-134907.png,bench,0.48758718371391296,197,262,333,363
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.40655773878097534,196,262,333,363
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.25890347361564636,2,261,333,415
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.37638306617736816,193,261,333,363
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.6279855966567993,195,262,333,363
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.3885779082775116,192,262,333,363
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.26702746748924255,2,261,333,417
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.5155892372131348,192,262,333,365
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.4115862250328064,191,262,333,365
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.35755598545074463,191,262,333,364
20250308-134908,detecciones/deteccion_20250308-134908.png,bench,0.25438302755355835,2,261,333,422
20250308-134909,detecciones/deteccion_20250308-134909.png,bench,0.40037572383880615,192,262,333,363
20250308-134909,detecciones/deteccion_20250308-134909.png,bench,0.25960078835487366,195,262,332,361
20250308-134909,detecciones/deteccion_20250308-134909.png,bench,0.5135239958763123,193,263,333,366
20250308-134909,detecciones/deteccion_20250308-134909.png,bench,0.49516114592552185,193,263,333,366
20250308-134910,detecciones/deteccion_20250308-134910.png,bench,0.439686119556427,193,263,333,365
20250308-134910,detecciones/deteccion_20250308-134910.png,bench,0.3589635491371155,192,263,333,367
20250308-134910,detecciones/deteccion_20250308-134910.png,bench,0.5682504773139954,193,263,333,370
20250308-134910,detecciones/deteccion_20250308-134910.png,bench,0.5907211899757385,194,263,333,370
20250308-134910,detecciones/deteccion_20250308-134910.png,bench,0.4179507791996002,195,263,333,367
20250308-134910,detecciones/deteccion_20250308-134910.png,bench,0.39161214232444763,196,263,333,366
20250308-134911,detecciones/deteccion_20250308-134911.png,bench,0.2931958734989166,1,263,333,435
20250308-134912,detecciones/deteccion_20250308-134912.png,bench,0.3396860957145691,187,264,333,367
20250308-134918,detecciones/deteccion_20250308-134918.png,bed,0.27190470695495605,0,260,636,479
20250308-134918,detecciones/deteccion_20250308-134918.png,bench,0.2665567994117737,1,266,339,448
20250308-134919,detecciones/deteccion_20250308-134919.png,bench,0.25344380736351013,0,266,338,450
20250308-134919,detecciones/deteccion_20250308-134919.png,bench,0.2607901096343994,1,266,338,449
20250308-134919,detecciones/deteccion_20250308-134919.png,bench,0.29377928376197815,1,265,338,451
20250308-134919,detecciones/deteccion_20250308-134919.png,bench,0.27006882429122925,170,266,336,390
20250308-134920,detecciones/deteccion_20250308-134920.png,bench,0.2564947009086609,1,268,338,436
20250308-134921,detecciones/deteccion_20250308-134921.png,bench,0.3486541509628296,0,266,339,471
20250308-134921,detecciones/deteccion_20250308-134921.png,chair,0.31229427456855774,394,193,628,358
20250308-134921,detecciones/deteccion_20250308-134921.png,bench,0.3432632386684418,0,266,339,465
20250308-134921,detecciones/deteccion_20250308-134921.png,bench,0.32248008251190186,0,266,340,471
20250308-134921,detecciones/deteccion_20250308-134921.png,chair,0.3099521994590759,395,194,629,358
20250308-134921,detecciones/deteccion_20250308-134921.png,chair,0.2712787091732025,396,194,632,358
20250308-134921,detecciones/deteccion_20250308-134921.png,bench,0.2622975707054138,0,267,339,466
20250308-134921,detecciones/deteccion_20250308-134921.png,bench,0.3321993052959442,0,268,339,469
20250308-134922,detecciones/deteccion_20250308-134922.png,chair,0.2632007896900177,397,193,631,358
20250308-134922,detecciones/deteccion_20250308-134922.png,bench,0.25500452518463135,1,266,337,461
20250308-134922,detecciones/deteccion_20250308-134922.png,bench,0.2840281128883362,1,267,338,467
20250308-134922,detecciones/deteccion_20250308-134922.png,bench,0.2590217888355255,0,268,338,455
20250308-134922,detecciones/deteccion_20250308-134922.png,bench,0.29677700996398926,0,267,338,469
20250308-134923,detecciones/deteccion_20250308-134923.png,bench,0.31581565737724304,1,269,338,459
20250308-134923,detecciones/deteccion_20250308-134923.png,bench,0.25750958919525146,2,269,338,459
20250308-134924,detecciones/deteccion_20250308-134924.png,bench,0.27040159702301025,154,270,338,411
20250308-134924,detecciones/deteccion_20250308-134924.png,bench,0.26363688707351685,151,271,338,412
20250308-134925,detecciones/deteccion_20250308-134925.png,bench,0.270276814699173,1,271,341,478
20250308-134925,detecciones/deteccion_20250308-134925.png,bench,0.2825472354888916,1,271,341,478
20250308-134925,detecciones/deteccion_20250308-134925.png,bench,0.3413132131099701,149,271,338,419
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.2884892225265503,1,272,344,478
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.2616415321826935,148,272,338,419
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.3759414255619049,147,271,338,421
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.27437275648117065,147,271,338,419
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.46930965781211853,146,271,338,420
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.38973182439804077,1,272,341,479
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.29012200236320496,147,272,338,419
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.28975388407707214,146,272,338,418
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.34357061982154846,1,272,345,478
20250308-134926,detecciones/deteccion_20250308-134926.png,bench,0.30071714520454407,1,272,343,478
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.26960718631744385,1,271,344,478
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.2645103335380554,145,272,339,421
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.2559435963630676,1,272,344,478
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.4849402606487274,143,273,339,424
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.38354256749153137,0,272,342,478
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.36542531847953796,144,273,339,424
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.29680004715919495,1,272,342,476
20250308-134927,detecciones/deteccion_20250308-134927.png,chair,0.26475241780281067,407,190,638,377
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.43330463767051697,0,272,342,478
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.4043809175491333,1,272,342,478
20250308-134927,detecciones/deteccion_20250308-134927.png,bench,0.2978648245334625,144,273,340,425
20250308-134928,detecciones/deteccion_20250308-134928.png,bench,0.33160537481307983,1,272,342,478
20250308-134928,detecciones/deteccion_20250308-134928.png,bench,0.3925219476222992,0,272,342,478
20250308-134928,detecciones/deteccion_20250308-134928.png,bench,0.4707569479942322,0,272,342,478
20250308-134928,detecciones/deteccion_20250308-134928.png,bench,0.34591028094291687,0,272,341,478
20250308-134928,detecciones/deteccion_20250308-134928.png,bench,0.25247201323509216,1,273,342,478
20250308-134928,detecciones/deteccion_20250308-134928.png,bench,0.2507016360759735,1,272,358,478
20250308-134928,detecciones/deteccion_20250308-134928.png,bench,0.3278917074203491,1,273,342,478
20250308-134929,detecciones/deteccion_20250308-134929.png,bench,0.3403693437576294,0,273,365,479
20250308-134930,detecciones/deteccion_20250308-134930.png,bench,0.2500688433647156,1,273,342,473
20250308-134931,detecciones/deteccion_20250308-134931.png,bed,0.29057931900024414,269,265,639,479
20250308-134931,detecciones/deteccion_20250308-134931.png,bed,0.2542029321193695,0,274,343,478
20250308-134932,detecciones/deteccion_20250308-134932.png,bench,0.26537448167800903,0,275,343,479
20250308-134932,detecciones/deteccion_20250308-134932.png,bed,0.2809574604034424,0,275,343,478
20250308-134932,detecciones/deteccion_20250308-134932.png,bed,0.2669197916984558,0,277,359,478
20250308-134933,detecciones/deteccion_20250308-134933.png,bench,0.250174880027771,98,277,342,456
20250308-134934,detecciones/deteccion_20250308-134934.png,bench,0.309094101190567,102,277,343,466
20250308-134934,detecciones/deteccion_20250308-134934.png,bench,0.25897565484046936,101,277,343,471
20250308-134934,detecciones/deteccion_20250308-134934.png,bench,0.2504671812057495,100,277,343,474
20250308-134935,detecciones/deteccion_20250308-134935.png,bench,0.2509194612503052,87,277,343,477
20250308-134936,detecciones/deteccion_20250308-134936.png,bench,0.26259645819664,86,278,344,477
20250308-134936,detecciones/deteccion_20250308-134936.png,bench,0.26089996099472046,86,279,345,479
20250308-134936,detecciones/deteccion_20250308-134936.png,bench,0.31430375576019287,85,279,345,479
20250308-134936,detecciones/deteccion_20250308-134936.png,bench,0.30405136942863464,84,279,345,479
20250308-134937,detecciones/deteccion_20250308-134937.png,bench,0.3113829493522644,81,280,346,479
20250308-134937,detecciones/deteccion_20250308-134937.png,bed,0.2630093991756439,340,398,639,479
20250308-134937,detecciones/deteccion_20250308-134937.png,bench,0.30727171897888184,74,280,346,479
20250308-134938,detecciones/deteccion_20250308-134938.png,bench,0.31664690375328064,68,280,345,479
20250308-134938,detecciones/deteccion_20250308-134938.png,bench,0.2682220935821533,68,280,346,479
20250308-134938,detecciones/deteccion_20250308-134938.png,couch,0.2573454976081848,62,280,345,479
20250308-134938,detecciones/deteccion_20250308-134938.png,bench,0.2647310495376587,55,280,345,479
20250308-134938,detecciones/deteccion_20250308-134938.png,bench,0.28549283742904663,49,280,346,479
20250308-134938,detecciones/deteccion_20250308-134938.png,bench,0.3200269937515259,51,279,346,479
20250308-134938,detecciones/deteccion_20250308-134938.png,bed,0.27197128534317017,377,402,639,479
20250308-134938,detecciones/deteccion_20250308-134938.png,bed,0.3437327444553375,362,403,639,479
20250308-134939,detecciones/deteccion_20250308-134939.png,couch,0.3110438585281372,46,282,346,479
20250308-134939,detecciones/deteccion_20250308-134939.png,bench,0.268624871969223,26,281,346,479
20250308-134939,detecciones/deteccion_20250308-134939.png,bench,0.30424967408180237,23,281,346,479
20250308-134939,detecciones/deteccion_20250308-134939.png,bench,0.2632702887058258,54,281,346,479
20250308-134939,detecciones/deteccion_20250308-134939.png,couch,0.27307647466659546,55,282,346,479
20250308-134939,detecciones/deteccion_20250308-134939.png,bed,0.25908419489860535,391,405,639,479
20250308-134939,detecciones/deteccion_20250308-134939.png,bed,0.3632693886756897,391,405,639,479
20250308-134939,detecciones/deteccion_20250308-134939.png,couch,0.3604359030723572,52,282,346,479
20250308-134939,detecciones/deteccion_20250308-134939.png,bed,0.28345486521720886,56,281,346,479
20250308-134939,detecciones/deteccion_20250308-134939.png,couch,0.2529020607471466,52,282,346,479
20250308-134939,detecciones/deteccion_20250308-134939.png,bed,0.27548012137413025,50,282,346,479
20250308-134940,detecciones/deteccion_20250308-134940.png,couch,0.3057999610900879,47,282,347,479
20250308-134940,detecciones/deteccion_20250308-134940.png,bench,0.28242039680480957,48,283,347,479
20250308-134940,detecciones/deteccion_20250308-134940.png,couch,0.42879265546798706,48,283,347,479
20250308-134940,detecciones/deteccion_20250308-134940.png,couch,0.3877931833267212,46,283,347,480
20250308-134940,detecciones/deteccion_20250308-134940.png,couch,0.388761967420578,46,283,347,480
20250308-134940,detecciones/deteccion_20250308-134940.png,couch,0.31179431080818176,44,283,347,479
20250308-134940,detecciones/deteccion_20250308-134940.png,bed,0.30580589175224304,353,408,639,479
20250308-134940,detecciones/deteccion_20250308-134940.png,bench,0.27347850799560547,44,284,348,479
20250308-134940,detecciones/deteccion_20250308-134940.png,couch,0.38687822222709656,41,283,347,479
20250308-134940,detecciones/deteccion_20250308-134940.png,couch,0.3144063949584961,28,283,347,479
20250308-134941,detecciones/deteccion_20250308-134941.png,couch,0.3606613576412201,30,284,348,479
20250308-134941,detecciones/deteccion_20250308-134941.png,couch,0.3571408987045288,26,284,348,479
20250308-134941,detecciones/deteccion_20250308-134941.png,couch,0.3834264278411865,28,284,349,479
20250308-134941,detecciones/deteccion_20250308-134941.png,couch,0.4262382388114929,32,284,349,479
20250308-134941,detecciones/deteccion_20250308-134941.png,couch,0.47170472145080566,35,285,349,479
20250308-134941,detecciones/deteccion_20250308-134941.png,couch,0.49045833945274353,32,284,349,479
20250308-134941,detecciones/deteccion_20250308-134941.png,couch,0.46051937341690063,26,285,349,479
20250308-134941,detecciones/deteccion_20250308-134941.png,couch,0.5681661367416382,15,285,349,479
20250308-134942,detecciones/deteccion_20250308-134942.png,couch,0.44563549757003784,20,285,349,479
20250308-134942,detecciones/deteccion_20250308-134942.png,couch,0.47312700748443604,19,285,349,479
20250308-134942,detecciones/deteccion_20250308-134942.png,couch,0.5301998853683472,16,285,349,479
20250308-134942,detecciones/deteccion_20250308-134942.png,couch,0.5806193351745605,18,285,350,479
20250308-134942,detecciones/deteccion_20250308-134942.png,couch,0.41053396463394165,18,286,350,479
20250308-134942,detecciones/deteccion_20250308-134942.png,bench,0.33572104573249817,25,286,351,479
20250308-134942,detecciones/deteccion_20250308-134942.png,couch,0.26385200023651123,19,286,350,479
20250308-134942,detecciones/deteccion_20250308-134942.png,couch,0.37940749526023865,23,287,350,479
20250308-134942,detecciones/deteccion_20250308-134942.png,bench,0.2989526093006134,26,287,350,479
20250308-134943,detecciones/deteccion_20250308-134943.png,couch,0.32412829995155334,22,286,349,479
20250308-134943,detecciones/deteccion_20250308-134943.png,bench,0.26737579703330994,26,287,350,479
20250308-134943,detecciones/deteccion_20250308-134943.png,couch,0.3411312401294708,20,287,349,479
20250308-134943,detecciones/deteccion_20250308-134943.png,bench,0.31566065549850464,24,287,350,479
20250308-134943,detecciones/deteccion_20250308-134943.png,bench,0.3816007077693939,21,287,350,479
20250308-134943,detecciones/deteccion_20250308-134943.png,couch,0.3679383099079132,14,287,349,479
20250308-134943,detecciones/deteccion_20250308-134943.png,couch,0.38307034969329834,12,287,349,479
20250308-134943,detecciones/deteccion_20250308-134943.png,couch,0.40936678647994995,12,288,350,479
20250308-134943,detecciones/deteccion_20250308-134943.png,bench,0.2948082387447357,14,288,350,479
20250308-134943,detecciones/deteccion_20250308-134943.png,couch,0.2606910169124603,12,288,349,479
20250308-134943,detecciones/deteccion_20250308-134943.png,bench,0.35896798968315125,9,288,350,479
20250308-134943,detecciones/deteccion_20250308-134943.png,couch,0.2899792194366455,10,288,349,479
20250308-134943,detecciones/deteccion_20250308-134943.png,bed,0.2624978721141815,401,421,639,479
20250308-134943,detecciones/deteccion_20250308-134943.png,bench,0.3330630660057068,10,288,350,479
20250308-134943,detecciones/deteccion_20250308-134943.png,couch,0.32247471809387207,12,288,350,479
20250308-134944,detecciones/deteccion_20250308-134944.png,couch,0.3923092782497406,10,288,349,479
20250308-134944,detecciones/deteccion_20250308-134944.png,bench,0.33774328231811523,9,288,350,479
20250308-134944,detecciones/deteccion_20250308-134944.png,bench,0.5515721440315247,9,288,350,479
20250308-134944,detecciones/deteccion_20250308-134944.png,bed,0.2618457078933716,347,268,639,479
20250308-134944,detecciones/deteccion_20250308-134944.png,couch,0.4889093041419983,10,288,350,479
20250308-134944,detecciones/deteccion_20250308-134944.png,bench,0.3019016981124878,8,288,350,479
20250308-134944,detecciones/deteccion_20250308-134944.png,bed,0.2621094882488251,346,269,639,479
